,transect_id,country_id,continent,country_name,changerate,changerate_unc,flag_sandy,no_shorelines,dt,dist,RMSE,outliers_1,outliers_2,Timespan,intercept,intercept_unc,no_sedcomp,low_detect_shlines,err_changerate,err_timespan,Start_lon,Start_lat,Intersect_lon,Intersect_lat,End_lon,End_lat,coastline_idint
52324,BOX_117_121_10,NLD,Europe,Netherlands,3.427471248390676,0.7192992974817308,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1247.3925048787007, 1277.9124029046898, 1273.618440696379, 1288.133259540341, 1298.4685487306979]",5.864933736277089,[],[],13.0,1180.4450729700748,20.56601691333215,1.0,0.0,1.0,1.0,-68.4063869566,12.2622485454,-68.4153652321,12.2625377256,-68.4243435107,12.2628269059,8637.0
52325,BOX_117_121_11,NLD,Europe,Netherlands,-999.0,-999.0,True,0.0,[],[],-999.0,[],[],0.0,-999.0,-999.0,1.0,0.0,0.0,0.0,-68.319039607,12.2499391937,-68.3147885071,12.2576724442,-68.3105374516,12.265405614,8637.0
52326,BOX_117_121_12,NLD,Europe,Netherlands,1.578122015944859,0.3123880898511488,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[878.7419306087339, 895.881882593756, 891.8058769747461, 895.881882593756, 902.3321594498225]",2.547110812794992,[],[],13.0,848.4232794926558,8.931718841111705,1.0,0.0,1.0,1.0,-68.32299641670001,12.252016328699998,-68.318745296,12.2597495561,-68.3144942613,12.2674826272,8637.0
52327,BOX_117_121_13,NLD,Europe,Netherlands,0.0009056408707948,8.517631593735558e-05,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[950.1826223393878, 950.1926538544617, 950.1928448977715, 950.1928448977715, 953.7699769178711]",0.0005799858646515,[],[4],12.0,950.1655611922404,0.0023570841123412,1.0,0.0,1.0,1.0,-68.3275605426,12.2548704077,-68.322512835,12.2621318156,-68.31746519800001,12.2693931219,8637.0
52328,BOX_117_121_14,NLD,Europe,Netherlands,1.1381837186534445,0.6407109532859728,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1045.9948795738517, 1049.3180563836213, 1050.525269200567, 1059.6739921391238, 1066.2621450086835]",5.224149513769836,[],[],13.0,1022.256353167822,18.31903924681729,1.0,0.0,1.0,1.0,-68.3312759847,12.2573367219,-68.326228283,12.2645980533,-68.3211806401,12.2718593002,8637.0
52329,BOX_117_121_15,NLD,Europe,Netherlands,9.845688279022642,1.765492618561329,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[988.3272025793711, 965.23931999248, 982.4017263644101, 986.2038103980196, 996.769132090002]",2.7896355009063205,[],[0],3.0,682.3437296665634,53.88655961372008,1.0,0.0,1.0,0.0,-68.3349914268,12.2598030129,-68.32994372,12.267064283800002,-68.3248960821,12.2743254554,8637.0
52330,BOX_117_121_16,NLD,Europe,Netherlands,1.2689606316428943,0.0628006066347848,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[989.9629314209975, 995.4497593183061, 1004.4909241650967, 1004.4909241650967, 1006.699584223395]",0.465745415530125,[],[1],13.0,965.8785951313888,1.7890689028497366,1.0,0.0,1.0,1.0,-68.3396012611,12.2630594182,-68.3336061877,12.2695966842,-68.3276111891,12.2761338685,8637.0
52331,BOX_117_121_17,NLD,Europe,Netherlands,-0.498058028884121,0.0297991534460348,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[886.8113495224567, 863.853466451863, 881.20122488956, 881.20122488956, 880.1272852237765]",0.2209984750527244,[],[1],13.0,896.2815232129152,0.8489208781108729,1.0,0.0,1.0,1.0,-68.342946279,12.2659885248,-68.336951223,12.272525699,-68.330956207,12.2790628297,8637.0
52332,BOX_117_121_18,NLD,Europe,Netherlands,-0.6319846755414723,0.6491916788916781,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[919.1382265922124, 908.1851978896491, 922.0076023728675, 906.848786145665, 910.712517145044]",5.293300784825317,[],[],13.0,931.2014054513794,18.56151889927764,1.0,0.0,1.0,1.0,-68.34629129689999,12.268917598699998,-68.3402962417,12.2754546994,-68.3343012249,12.2819917582,8637.0
52333,BOX_117_121_19,NLD,Europe,Netherlands,1.303850058112177,0.1233465867350432,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[936.0017297547772, 938.4150909935241, 948.7003822599954, 951.544974445506, 953.8515733286894]",0.9147702457111732,[],[1],13.0,911.015221199802,3.513907872486279,1.0,0.0,1.0,1.0,-68.3496363147,12.2718466401,-68.34364124380001,12.2783836852,-68.3376462427,12.2849206542,8637.0
52334,BOX_117_121_20,NLD,Europe,Netherlands,1.5275282627696016,0.1255088070341953,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[734.2004940693231, 783.129063155509, 750.9304518434924, 754.0430878911922, 752.9607611693076]",0.9308061626673232,[],[1],13.0,705.2609835598236,3.5755055602273447,1.0,0.0,1.0,1.0,-68.3535178309,12.2759882554,-68.3466428026,12.281637856500002,-68.3397677458,12.287287481199998,8637.0
52335,BOX_117_121_21,NLD,Europe,Netherlands,0.205396954684036,0.3586629811633812,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[887.9728470830794, 886.5108738331841, 884.9764583414642, 890.8754885480763, 893.5525684490613]",2.9244228424190646,[],[],13.0,882.9851373650081,10.254793979871208,1.0,0.0,1.0,1.0,-68.35640880060001,12.2793471555,-68.3495338128,12.2849966514,-68.34265871550001,12.2906462371,8637.0
52336,BOX_117_121_22,NLD,Europe,Netherlands,1.6249109991793689,0.3519309811790396,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[948.414256968721, 962.0216269820005, 961.8171867908311, 966.1434758206443, 973.5191175380054]",2.8695308838082934,[],[],13.0,916.5581446109884,10.06231795854584,1.0,0.0,1.0,1.0,-68.3592997704,12.2827060128,-68.3524248013,12.2883554211,-68.3455496853,12.2940049501,8637.0
52337,BOX_117_121_23,NLD,Europe,Netherlands,1.6760332543432823,0.2742146967164432,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[950.2007889077785, 967.6428783157187, 967.4245302714188, 966.6453256572489, 975.1240762601274]",2.2358573832362607,[],[],13.0,918.1408054857636,7.84027476633034,1.0,0.0,1.0,1.0,-68.3621907402,12.2860648272,-68.3553157681,12.2917141657,-68.3484406551,12.2973636202,8637.0
52338,BOX_117_121_24,NLD,Europe,Netherlands,1.298080598633194,0.9244276966247968,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1054.2036279108909, 1060.657573428942, 1053.6103538123616, 1074.7692407580996, 1075.827352145998]",7.5374838851467185,[],[],13.0,1027.2057762302604,26.43098998281581,1.0,0.0,1.0,1.0,-68.36508171,12.2894235987,-68.35820671340001,12.2950728852,-68.3513316249,12.3007222474,8637.0
52339,BOX_117_121_25,NLD,Europe,Netherlands,1.0147866512082715,0.1291069926495176,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1216.6366312442453, 1224.7626732445735, 1226.5165534842936, 1229.376386578767, 1230.4492278843184]",1.0526964495349038,[],[],13.0,1196.929750856354,3.69139273280484,1.0,0.0,1.0,1.0,-68.3679726797,12.2927823273,-68.361097637,12.2984315796,-68.3542225946,12.3040808316,8637.0
52340,BOX_117_121_26,NLD,Europe,Netherlands,1.7563771483108312,0.5399544566510475,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1243.095916466955, 1250.892758125691, 1259.7860951070563, 1266.771250876266, 1267.3204343017676]",4.402609409227583,[],[],13.0,1208.0407552577544,15.438235974464709,1.0,0.0,1.0,1.0,-68.3700128121,12.2947501509,-68.3642777857,12.3015057049,-68.3585428396,12.3082611644,8637.0
52341,BOX_117_121_27,NLD,Europe,Netherlands,-0.008733123243317,0.6136875427681129,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1162.6211530527607, 1154.7978437112959, 1154.7978437112959, 1166.652774813701, 1164.7523804863442]",5.0041503401129335,[],[],13.0,1160.970686658698,17.54623644840207,1.0,0.0,1.0,1.0,-68.3719236015,12.296476874,-68.36776825220001,12.3042583486,-68.3636129992,12.3120396429,8637.0
52342,BOX_117_121_28,NLD,Europe,Netherlands,0.3777768945714228,0.4753730512846977,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1020.034282622797, 1015.0716476831187, 1022.3632148513691, 1024.4513211608712, 1027.7400111241843]",3.8760344856150417,[],[],13.0,1011.2782062919964,13.59174415730933,1.0,0.0,1.0,1.0,-68.3759057651,12.2985068526,-68.3717504164,12.3062882661,-68.3675951628,12.3140695013,8637.0
52343,BOX_117_121_29,NLD,Europe,Netherlands,-0.1766738322296935,0.1861442545228173,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[979.7403237277892, 975.4510074627225, 975.5041647597711, 978.2060976115912, 978.6302126276705]",1.5177576290654324,[],[],13.0,982.4888349136132,5.3221868611437655,1.0,0.0,1.0,1.0,-68.3784420046,12.2992352493,-68.3759925711,12.3076795056,-68.3735432086,12.3161235171,8637.0
52344,BOX_117_121_30,NLD,Europe,Netherlands,2.6809953982482253,0.2569652897397332,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[989.0014119515592, 1018.8448569352076, 1022.004692466069, 1019.8824918437626, 1022.5028748129665]",2.0952116995734484,[],[],13.0,938.8390737838428,7.347084736930138,1.0,0.0,1.0,1.0,-68.38276338989999,12.3004318368,-68.3803139563,12.3088760549,-68.3778645939,12.3173200277,8637.0
52345,BOX_117_121_31,NLD,Europe,Netherlands,1.1615847172762603,0.2783745544340828,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1094.9834935608214, 1104.637509606126, 1103.4485328621668, 1108.870902220632, 1112.5801177091605]",2.2697775211728577,[],[],13.0,1072.1456522771907,7.959213417508607,1.0,0.0,1.0,1.0,-68.3850522977,12.3009729379,-68.3846892991,12.30974254,-68.3843263126,12.3185118498,8637.0
52346,BOX_117_121_32,NLD,Europe,Netherlands,0.6231728594584596,0.0536725700807185,True,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1193.4206522476188, 1200.3218046922784, 1200.321843404136, 1200.5532084503768, 1208.5408430436576]",0.3655298675203777,[],[4],12.0,1181.6718216180816,1.4853337197594008,1.0,0.0,1.0,1.0,-68.3852572877,12.3014962684,-68.3890779179,12.3094396576,-68.3928984546,12.3173828523,8637.0
52347,BOX_117_121_33,NLD,Europe,Netherlands,1.183571114083854,0.1125396606174327,False,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1039.0475734285587, 1050.6838357920547, 1050.671722496058, 1046.3231592764, 1055.2766247616983]",0.7997661114717661,[],[3],13.0,1016.3698499372624,3.1462620552566087,1.0,0.0,1.0,1.0,-68.3879075458,12.3003839972,-68.3931188954,12.307532956,-68.39833015229999,12.3146817876,8637.0
52348,BOX_117_121_34,NLD,Europe,Netherlands,2.8783938874335675,0.1399795969246774,False,5.0,"[19.0010746285, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1016.291697997786, 1054.1612820522066, 1048.5542100265668, 1052.290821109516, 1052.3172328736948]",1.0381250856506028,[],[1],13.0,961.7648364979984,3.987750758814909,1.0,0.0,1.0,1.0,-68.39156607529999,12.2978381482,-68.3967774195,12.3049871688,-68.4019886819,12.3121360771,8637.0
54421,BOX_117_118_0,NLD,Europe,Netherlands,-999.0,-999.0,True,0.0,[],[],-999.0,[],[],0.0,-999.0,-999.0,1.0,0.0,0.0,0.0,-68.2111340366,12.1182974186,-68.21500627180001,12.1103721952,-68.2188785978,12.102446786199998,8637.0
54422,BOX_117_118_1,NLD,Europe,Netherlands,-0.1263422824426837,0.1516719725459671,True,27.0,"[0.0, 2.00141002211, 3.00074607966, 4.00008213721, 5.00215610177, 6.00149215932, 12.0002464116, 13.0023203762, 14.0016564337, 15.0009924913, 16.0003285488, 17.0024025134, 18.0017385709, 19.0010746285, 20.0004106861, 21.0024846506, 22.0018207082, 23.0011567657, 24.0004928233, 25.0025667878, 26.0019028454, 27.0012389029, 28.0005749605, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1187.2990621284116, 1204.5805972289334, 1199.3635160511237, 1626.0282471821033, 1199.0662304446653, 1204.55065334677, 1201.559683896254, 1200.575344418515, 1199.6291115458962, 1202.6882230058202, 1198.958979754547, 1183.7209676988714, 1199.1785012702376, 1204.5805972289334, 1187.310121473089, 1199.0662304446653, 1195.5496550265766, 1199.1027953513267, 1179.2920063128668, 1198.8372862350004, 1198.7290367895446, 1185.5356653051037, 1198.7290367895446, 1198.958979754547, 1199.0662304446653, 1199.0662304446653, 1169.6377550247382]",6.550500199432339,[3],[25],31.0,1199.2539137447216,3.031216535185154,1.0,1.0,1.0,1.0,-68.2147809038,12.1175722796,-68.21069924439999,12.1097481474,-68.2066174901,12.1019238334,8637.0
54423,BOX_117_118_2,NLD,Europe,Netherlands,0.053388481593824,0.1313543150135188,True,26.0,"[0.0, 2.00141002211, 3.00074607966, 5.00215610177, 6.00149215932, 12.0002464116, 13.0023203762, 14.0016564337, 15.0009924913, 16.0003285488, 17.0024025134, 18.0017385709, 19.0010746285, 20.0004106861, 21.0024846506, 22.0018207082, 23.0011567657, 24.0004928233, 25.0025667878, 26.0019028454, 27.0012389029, 28.0005749605, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1153.6310238776564, 1173.9891894400378, 1172.1924933248522, 1171.9765725073864, 1169.9810378615866, 1169.9915231934867, 1171.9836133064696, 1172.201377016941, 1171.5580745227783, 1171.6246072274748, 1155.787339232971, 1176.3755783169165, 1179.2346564402435, 1164.9709685726925, 1172.7239683287423, 1169.650898911717, 1171.8423251819352, 1149.8204691467317, 1171.6248179731033, 1164.9709685726925, 1157.1492081157478, 1171.6212517754252, 1171.6212517754252, 1171.6248179731033, 1172.4883961297753, 1169.9043454291234]",5.892591923996728,[],[17],32.0,1168.659201920222,2.68340829587534,1.0,1.0,1.0,1.0,-68.2132006727,12.1189204843,-68.2071693263,12.1124114483,-68.2011379021,12.1059023283,8637.0
54424,BOX_117_118_3,NLD,Europe,Netherlands,-0.1851321556087422,0.1495223035742912,True,26.0,"[0.0, 2.00141002211, 3.00074607966, 5.00215610177, 6.00149215932, 12.0002464116, 13.0023203762, 14.0016564337, 15.0009924913, 16.0003285488, 17.0024025134, 18.0017385709, 19.0010746285, 20.0004106861, 21.0024846506, 22.0018207082, 23.0011567657, 24.0004928233, 25.0025667878, 26.0019028454, 27.0012389029, 28.0005749605, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1115.4047251713287, 1141.3769248158956, 1136.945190738492, 1126.3582808439062, 1129.4951938503325, 1126.1647134286977, 1128.687703171063, 1123.379702389552, 1132.2764379415644, 1131.1082522615486, 1126.0062372971531, 1137.4773469308145, 1138.548557549013, 1122.1289459343034, 1133.519840996066, 1120.2569095746676, 1133.617721940703, 1112.0656146723102, 1122.5670822982945, 1122.2285169246497, 1124.1052839916513, 1125.3574338882418, 1126.0312712960035, 1126.1588458553688, 1133.6168782595294, 1120.332201937377]",6.768985520552612,[],[],32.0,1130.912139107458,3.0768122755524128,1.0,1.0,1.0,1.0,-68.2110831664,12.1213030763,-68.2041821379,12.1156803147,-68.19728106810001,12.1100575196,8637.0
54425,BOX_117_118_4,NLD,Europe,Netherlands,-0.154928211880085,0.1421161914612115,True,26.0,"[0.0, 2.00141002211, 3.00074607966, 5.00215610177, 6.00149215932, 12.0002464116, 13.0023203762, 14.0016564337, 15.0009924913, 16.0003285488, 17.0024025134, 18.0017385709, 19.0010746285, 20.0004106861, 21.0024846506, 22.0018207082, 23.0011567657, 24.0004928233, 25.0025667878, 26.0019028454, 27.0012389029, 28.0005749605, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1055.1662329281914, 1073.1371375090482, 1075.773756750241, 1071.4637743530254, 1074.3192695263876, 1086.82108079045, 1069.844387632669, 1069.321590975836, 1071.3500818101243, 1071.3500818101243, 1058.475407724795, 1075.6346139740124, 1075.2161036383022, 1062.879687510017, 1067.768299498818, 1069.3328539038657, 1073.3719615764367, 1046.023516865736, 1065.9522997663437, 1061.1612058507524, 1060.473583631221, 1071.326042122757, 1071.3233928286668, 1062.4921138431591, 1067.768299498818, 1067.768299498818]",6.375374077291673,[],[17],32.0,1071.9933776470796,2.9032610701837336,1.0,1.0,1.0,1.0,-68.2082077293,12.1246766509,-68.20130670729999,12.1190539658,-68.19440563090001,12.1134312364,8637.0
54426,BOX_117_118_5,NLD,Europe,Netherlands,-0.0699645094618322,0.1442958793838672,True,27.0,"[0.0, 2.00141002211, 3.00074607966, 4.00008213721, 5.00215610177, 6.00149215932, 12.0002464116, 13.0023203762, 14.0016564337, 15.0009924913, 16.0003285488, 17.0024025134, 18.0017385709, 19.0010746285, 20.0004106861, 21.0024846506, 22.0018207082, 23.0011567657, 24.0004928233, 25.0025667878, 26.0019028454, 27.0012389029, 28.0005749605, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1067.854264247488, 1080.6331512385893, 1090.5143979474399, 1896.3008206540057, 1079.808523894977, 1067.8941806375396, 1069.0123844313155, 1078.3071925830016, 1077.9380928725407, 1080.631373107224, 1080.626460428599, 1067.2579153290317, 1087.3488892022467, 1044.5233830769141, 1074.2475910193932, 1082.9576643943956, 1077.2054522412452, 1082.9576643943956, 1062.5510638431037, 1079.5491814444097, 1068.888136223176, 1074.0645437186643, 1072.1134426086046, 1072.654725304718, 1077.5147923580225, 1079.5935455665783, 1077.523185366134]",6.520887242934601,[3],[12],32.0,1077.6705582229906,2.9779995108240263,1.0,1.0,1.0,1.0,-68.20650341220001,12.1273664982,-68.19886967949999,12.1227368215,-68.1912359142,12.1181071249,8637.0
54427,BOX_117_118_6,NLD,Europe,Netherlands,-0.0193986872359578,0.067043062235122,True,27.0,"[0.0, 2.00141002211, 3.00074607966, 4.00008213721, 5.00215610177, 6.00149215932, 12.0002464116, 13.0023203762, 14.0016564337, 15.0009924913, 16.0003285488, 17.0024025134, 18.0017385709, 19.0010746285, 20.0004106861, 21.0024846506, 22.0018207082, 23.0011567657, 24.0004928233, 25.0025667878, 26.0019028454, 27.0012389029, 28.0005749605, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1077.3291256431569, 1083.8577523441936, 1087.9766949054288, 1406.3203954893356, 1084.6711123192533, 1085.083282296503, 1078.2954494562282, 1082.9216673291683, 1083.277398238809, 1085.1300490079623, 1083.2860169143487, 1078.7589100719906, 1104.3773603997547, 926.1112651755612, 1085.153028404748, 1082.894707481911, 1082.375928442978, 1085.0682343696953, 1073.9627824463867, 1082.223262067593, 1079.332615747456, 1084.7772914727823, 1083.4337040772411, 1081.7834181016563, 1082.7794035937484, 1083.50569892518, 1085.0029665147117]",3.0241886278053087,"[3, 13]",[11],32.0,1082.9764984016506,1.390524628304314,1.0,1.0,1.0,1.0,-68.2054155467,12.1299901836,-68.1970673001,12.126747021600002,-68.1887190428,12.1235038554,8637.0
54428,BOX_117_118_7,NLD,Europe,Netherlands,0.2725932375952732,0.1564143394616391,True,27.0,"[0.0, 2.00141002211, 3.00074607966, 4.00008213721, 5.00215610177, 6.00149215932, 12.0002464116, 13.0023203762, 14.0016564337, 15.0009924913, 16.0003285488, 17.0024025134, 18.0017385709, 19.0010746285, 20.0004106861, 21.0024846506, 22.0018207082, 23.0011567657, 24.0004928233, 25.0025667878, 26.0019028454, 27.0012389029, 28.0005749605, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1020.4524448429289, 1033.5476996825896, 1038.4173373905871, 1142.056672163736, 1037.7612587802405, 1038.470985648777, 1022.1303525974602, 1044.7390920351738, 1034.2815444385508, 1044.4206751012578, 1034.2232214249364, 1035.366666777105, 1050.3810903175474, 992.2707390771188, 1037.3740274790268, 1037.7531412273133, 1037.751343741548, 1039.2841915681997, 1020.2098227507032, 1038.221913759586, 1033.9338763863502, 1044.8893903043984, 1043.2459152065042, 1045.700279242614, 1034.4864395994366, 1037.8318005874387, 1047.4681897523244]",7.0685485480211385,[3],[12],32.0,1032.2885326830385,3.2281046101974087,1.0,1.0,1.0,1.0,-68.2049932493,12.1325296593,-68.1961419938,12.1310301832,-68.1872907384,12.1295307071,8637.0
54429,BOX_117_118_8,NLD,Europe,Netherlands,0.3714816810704222,0.2007693241535858,True,27.0,"[0.0, 2.00141002211, 3.00074607966, 4.00008213721, 5.00215610177, 6.00149215932, 12.0002464116, 13.0023203762, 14.0016564337, 15.0009924913, 16.0003285488, 17.0024025134, 18.0017385709, 19.0010746285, 20.0004106861, 21.0024846506, 22.0018207082, 23.0011567657, 24.0004928233, 25.0025667878, 26.0019028454, 27.0012389029, 28.0005749605, 29.002648925, 30.0019849826, 31.0013210401, 32.0006570977]","[1011.421999228425, 1018.6697912307015, 1037.5447248204218, 1107.7144126178137, 1037.9473357094441, 1039.9948722720778, 1032.4570418377405, 1032.8938442174706, 1031.4424918052107, 1032.0183501983229, 1016.004932355564, 1033.012750558182, 1047.1104152320202, 1047.028677592533, 1038.6164842091105, 1037.873223946961, 1037.8996330628365, 1048.009913266889, 1012.2820158838897, 1047.0094363208793, 1034.3906168520305, 1038.519732071277, 1034.62089662085, 1038.673621468321, 1033.0153464985672, 1037.7407917918963, 1038.7993321630465]",9.088972697922111,[],[3],32.0,1027.5929661020748,4.131353155777622,1.0,1.0,1.0,1.0,-68.2051010763,12.1351952854,-68.1961206247,12.1354106383,-68.1871401727,12.1356259911,8637.0
